Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score,prediction
675,University 71,3.79,Masters,Lake Charlesville,N/A,1,1,0,0,System Analyst,08/18,06/20,Front-end Developer,04/18,06/20,Web Developer,03/20,07/21,0.44,0
676,University 134,3.92,Post-Doc,Port Elizabeth,M,1,0,1,3,Network Administrator,06/18,03/19,Technical Support Specialist,11/21,07/23,N/A,N/A,N/A,8.02,1
677,University 140,3.84,Masters,Thomasmouth,N/A,1,0,N/A,0,Network Administrator,09/18,09/21,Software Engineer,01/20,03/20,N/A,N/A,N/A,5.56,0
678,University 153,3.83,Post-Doc,North Brandon,M,0,0,0,0,Business Analyst,01/19,03/22,N/A,N/A,N/A,N/A,N/A,N/A,2.73,1
679,University 163,3.75,Some College,Danielchester,F,N/A,0,0,4,System Analyst,09/20,03/23,N/A,N/A,N/A,N/A,N/A,N/A,8.42,0
680,University 160,2.87,Masters,Lake Alexandrastad,N/A,0,1,1,3,QA Analyst,09/18,07/22,Front-end Developer,09/18,05/20,Business Analyst,04/21,10/21,2.75,0
681,University 146,3.78,Phd,Davidtown,F,1,1,N/A,0,Back-end Developer,11/18,12/21,Business Analyst,07/19,08/21,Network Administrator,02/18,04/21,0.59,1
682,University 160,3.78,Phd,Lake Crystalland,F,0,0,1,4,Teaching Assistant,10/20,08/21,Developer,08/19,08/22,N/A,N/A,N/A,9.77,0
683,University 162,3.19,High School,South Theresaland,N/A,1,0,N/A,0,Teaching Assistant,09/16,11/16,Research Assistant,03/23,02/25,Network Administrator,12/19,07/23,8.11,0
684,University 132,3.71,Bachelors,Port Jennifermouth,M,0,1,1,3,UX Designer,07/21,02/24,Developer,11/16,07/20,N/A,N/A,N/A,3.14,0
685,University 103,2.86,Phd,New Adrianachester,M,1,1,1,4,Product Manager,12/22,11/25,System Analyst,10/16,10/18,Network Administrator,11/19,05/20,0.81,0
686,University 173,3.1,Phd,Port Colleen,F,N/A,0,0,3,Network Administrator,01/22,03/25,System Analyst,12/16,04/18,Applications Developer,02/22,09/24,4.74,0
687,University 190,3.32,Bachelors,Houstonberg,N/A,0,0,N/A,4,Web Developer,09/21,07/24,UX Designer,11/17,10/21,N/A,N/A,N/A,2.62,0
688,University 46,3.53,Phd,Hamiltonhaven,M,0,0,0,3,Teaching Assistant,02/17,07/19,Business Analyst,11/22,01/26,Network Administrator,11/21,08/22,5.0,0
689,University 154,3.1,High School,Juliaberg,F,N/A,1,0,0,Back-end Developer,11/18,05/21,N/A,N/A,N/A,N/A,N/A,N/A,2.06,0
690,University 69,3.95,Phd,East Brent,F,N/A,1,0,0,Back-end Developer,04/16,12/19,N/A,N/A,N/A,N/A,N/A,N/A,8.49,0
691,University 104,2.81,Masters,Lake Amy,F,N/A,0,0,0,UX Designer,07/19,02/23,Data Scientist,03/22,10/22,Network Administrator,08/17,01/21,0.01,0
692,University 186,3.9,Bachelors,West Brian,M,0,1,1,2,Applications Developer,10/21,09/25,Applications Developer,09/19,11/22,N/A,N/A,N/A,8.67,1
693,University 87,3.51,Post-Doc,Cunninghamfort,N/A,N/A,1,N/A,3,Applications Developer,04/20,09/21,Data Scientist,08/19,04/22,Network Administrator,05/20,08/20,8.44,0
694,University 187,3.02,Phd,East Kristinachester,M,N/A,1,N/A,0,Data Analyst,11/22,12/22,Back-end Developer,02/18,06/18,Business Analyst,09/17,07/21,7.47,0
695,University 40,3.45,High School,Lindsayport,M,N/A,1,N/A,0,Back-end Developer,08/19,05/20,Web Developer,07/20,07/22,Data Scientist,06/19,07/20,5.96,1
696,University 3,2.9,Post-Doc,Jodyberg,F,1,0,1,0,Business Analyst,03/19,10/19,System Analyst,02/17,04/20,Applications Developer,06/19,10/19,3.49,1
697,University 87,3.86,Some College,Rodriguezburgh,F,0,0,0,3,Teaching Assistant,10/21,02/24,Developer,05/19,05/23,Web Developer,05/22,08/23,7.22,0
698,University 77,2.91,Phd,South Karina,M,1,0,1,4,Teaching Assistant,09/19,07/21,Database Administrator,06/18,02/20,Applications Developer,03/23,07/23,1.5,1
699,University 141,3.41,Some College,Lake Kyleberg,M,N/A,1,N/A,2,Software Engineer,04/21,12/23,Database Administrator,12/20,08/22,Developer,11/20,04/23,4.39,1
700,University 21,3.83,Post-Doc,Fernandezfort,M,N/A,0,1,4,Applications Developer,07/21,12/23,Software Engineer,10/20,09/21,UX Designer,01/20,08/21,1.03,0
701,University 125,3.17,High School,Robleston,M,N/A,0,1,0,Back-end Developer,09/17,07/19,N/A,N/A,N/A,N/A,N/A,N/A,5.68,0
702,University 123,3.61,High School,West Matthewshire,N/A,N/A,0,1,0,IT Manager,08/16,10/18,Full-stack Developer,02/23,11/25,IT Manager,03/17,06/20,3.3,0
703,University 90,3.47,High School,New Bruce,M,0,1,1,0,Front-end Developer,01/19,08/19,IT Manager,02/20,10/21,Technical Support Specialist,02/19,08/21,5.88,0
704,University 184,3.69,High School,South Carrieberg,M,1,1,N/A,3,Web Developer,08/16,04/20,Data Analyst,09/21,04/25,N/A,N/A,N/A,8.45,0
705,University 14,3.92,Phd,West Samanthaville,F,1,1,N/A,0,Full-stack Developer,05/20,01/24,N/A,N/A,N/A,N/A,N/A,N/A,7.87,1
706,University 200,3.48,Post-Doc,Port Peter,M,N/A,1,1,0,Web Developer,06/19,11/22,Web Developer,05/21,01/24,N/A,N/A,N/A,0.85,1
707,University 106,3.16,Some College,East Alicia,F,0,1,1,0,UX Designer,01/18,11/21,Front-end Developer,06/18,06/19,System Analyst,10/20,03/21,4.19,1
708,University 171,3.15,Bachelors,New Michaelside,F,0,0,N/A,3,Front-end Developer,12/17,11/19,System Analyst,01/20,07/23,Business Analyst,02/22,11/25,9.69,1
709,University 194,3.98,Bachelors,Campbellshire,M,N/A,1,0,0,Developer,10/20,11/22,N/A,N/A,N/A,N/A,N/A,N/A,4.56,1
710,University 21,2.8,Some College,Port Jenniferchester,F,1,0,N/A,0,System Analyst,02/18,02/20,N/A,N/A,N/A,N/A,N/A,N/A,0.14,1
711,University 71,2.98,High School,North Brianside,M,0,1,0,0,System Analyst,04/21,04/25,Database Administrator,12/21,10/23,System Analyst,05/17,03/20,0.53,0
712,University 46,3.77,Some College,Nicolefurt,F,N/A,1,0,0,Data Analyst,10/21,02/24,QA Analyst,05/20,11/20,N/A,N/A,N/A,1.62,0
713,University 30,3.96,High School,Tuckerville,F,0,0,0,0,Web Developer,07/19,02/21,N/A,N/A,N/A,N/A,N/A,N/A,3.27,0
714,University 5,3.25,High School,North Christopherberg,F,0,0,N/A,3,UX Designer,07/16,10/16,Software Engineer,05/21,02/22,Developer,01/23,04/23,9.69,1
715,University 157,3.39,Some College,Cabreratown,M,1,0,N/A,3,Data Analyst,10/21,11/22,Teaching Assistant,04/17,12/19,N/A,N/A,N/A,8.42,0
716,University 157,3.28,High School,North Kenneth,F,N/A,1,1,0,Research Assistant,03/20,06/21,Network Administrator,09/20,12/22,N/A,N/A,N/A,5.08,0
717,University 59,3.19,Phd,Jamesburgh,N/A,N/A,1,0,3,Product Manager,07/21,01/24,Database Administrator,01/20,06/21,Product Manager,02/23,08/26,3.14,0
718,University 94,3.19,Some College,Maryport,N/A,0,0,N/A,3,Data Analyst,01/20,11/22,Back-end Developer,08/21,10/23,Product Manager,08/16,08/19,2.1,0
719,University 109,3.41,Phd,New Allenburgh,M,N/A,1,0,0,System Analyst,05/21,02/23,Research Assistant,06/19,01/21,N/A,N/A,N/A,9.51,0
720,University 63,2.81,Masters,Lake Michaelbury,M,N/A,1,N/A,4,Applications Developer,11/21,04/24,N/A,N/A,N/A,N/A,N/A,N/A,9.01,1
721,University 155,3.29,Masters,East Denise,M,0,0,0,0,Web Developer,03/23,11/25,QA Analyst,12/18,03/20,N/A,N/A,N/A,7.69,0
722,University 24,3.59,Masters,North Brittanyton,M,0,1,1,3,UX Designer,12/22,07/26,N/A,N/A,N/A,N/A,N/A,N/A,6.18,0
723,University 161,3.54,Masters,Williamshire,M,1,0,N/A,4,Business Analyst,03/17,09/17,N/A,N/A,N/A,N/A,N/A,N/A,5.98,1
724,University 135,3.23,Some College,East Catherine,N/A,N/A,1,0,4,Research Assistant,12/18,05/19,N/A,N/A,N/A,N/A,N/A,N/A,4.36,0
725,University 178,3.31,Post-Doc,West Brian,M,1,0,0,0,Product Manager,08/22,09/23,Database Administrator,05/22,08/23,Full-stack Developer,05/16,12/19,7.42,0
726,University 67,3.36,Some College,Vazquezburgh,M,N/A,0,N/A,2,Database Administrator,03/19,04/19,Data Analyst,08/17,02/21,Teaching Assistant,01/23,11/26,7.09,0
727,University 66,3.0,Post-Doc,North Keith,N/A,N/A,1,0,3,Software Engineer,08/20,09/23,Data Scientist,03/23,10/23,N/A,N/A,N/A,0.38,0
728,University 52,3.69,Bachelors,West Kaylaside,F,0,0,1,0,Developer,06/22,08/23,QA Analyst,07/18,12/20,N/A,N/A,N/A,9.03,0
729,University 55,3.42,High School,New Robert,N/A,0,0,1,4,Technical Support Specialist,06/21,07/21,Product Manager,02/20,12/21,Data Analyst,01/22,11/23,9.3,0
730,University 176,2.91,Phd,West Taylormouth,F,N/A,0,0,0,Data Analyst,10/21,06/23,UX Designer,05/19,07/19,N/A,N/A,N/A,2.1,0
731,University 45,3.33,Some College,Williamsside,M,0,0,N/A,0,Software Engineer,05/20,10/22,N/A,N/A,N/A,N/A,N/A,N/A,9.49,1
732,University 138,3.35,High School,Elizabethton,F,1,0,1,0,Business Analyst,01/23,09/24,Developer,10/22,10/25,Back-end Developer,05/21,02/23,9.83,1
733,University 38,3.59,Masters,South David,N/A,N/A,0,1,3,Full-stack Developer,02/21,04/23,Business Analyst,06/18,02/21,Front-end Developer,11/22,03/25,0.4,0
734,University 126,3.99,Bachelors,North Austinville,M,0,1,1,4,Product Manager,04/21,08/22,Data Scientist,06/19,03/22,Developer,04/17,11/19,4.89,0
735,University 187,3.92,Phd,Mckenziebury,M,N/A,1,1,4,Teaching Assistant,06/20,10/23,Product Manager,11/17,10/21,Network Administrator,02/18,11/19,9.07,1
736,University 83,3.6,High School,Jonathanton,F,0,1,N/A,0,QA Analyst,07/22,09/23,Network Administrator,01/21,01/23,Product Manager,02/19,02/20,9.53,0
737,University 191,3.42,Post-Doc,North Adam,M,0,0,0,4,Applications Developer,08/22,04/24,Full-stack Developer,01/22,12/24,Back-end Developer,02/17,04/18,9.21,0
738,University 198,3.41,Some College,North Laurie,M,0,1,N/A,0,Web Developer,06/19,12/21,Business Analyst,04/21,04/24,Teaching Assistant,04/17,04/20,9.85,0
739,University 188,3.86,Bachelors,South Angela,M,1,0,0,0,Network Administrator,01/20,03/22,Web Developer,01/21,03/24,System Analyst,07/19,04/20,7.81,0
740,University 105,3.35,Post-Doc,Port Miranda,M,N/A,1,1,3,Web Developer,06/22,05/23,Data Analyst,02/18,03/18,Data Analyst,12/16,09/17,4.18,0
741,University 87,3.95,Bachelors,Lake Jonathan,M,0,1,N/A,3,QA Analyst,09/17,06/19,Front-end Developer,04/21,01/24,Web Developer,05/17,05/19,2.89,0
742,University 95,2.94,High School,South Jeffreyshire,F,0,1,N/A,4,Software Engineer,01/21,05/24,Network Administrator,03/20,09/21,Back-end Developer,12/19,11/23,1.56,1
743,University 140,3.57,Masters,Thomasborough,M,N/A,0,N/A,0,IT Manager,11/16,07/19,Front-end Developer,08/18,11/21,QA Analyst,01/18,10/20,0.12,0
744,University 57,3.02,Phd,Isabellaville,F,1,0,1,4,IT Manager,03/19,09/20,Full-stack Developer,06/18,09/20,N/A,N/A,N/A,9.76,1
745,University 151,3.72,Bachelors,Hillstad,N/A,N/A,0,N/A,4,QA Analyst,06/16,02/20,N/A,N/A,N/A,N/A,N/A,N/A,3.04,0
746,University 110,3.15,Masters,Walkershire,M,1,0,N/A,3,Product Manager,07/17,07/18,QA Analyst,02/23,06/23,N/A,N/A,N/A,6.92,0
747,University 191,3.96,Bachelors,Lake Jason,N/A,0,0,N/A,2,Database Administrator,11/19,02/22,Technical Support Specialist,12/18,10/19,Data Analyst,09/21,08/23,9.54,0
748,University 14,2.98,Post-Doc,Mendozachester,F,1,1,1,0,UX Designer,11/21,07/22,UX Designer,09/22,04/26,Developer,12/16,01/20,3.41,0
749,University 192,3.94,Phd,Alexanderbury,F,N/A,0,N/A,4,Web Developer,10/16,12/19,Software Engineer,02/17,08/19,N/A,N/A,N/A,7.79,0
750,University 97,3.65,Some College,South Jenniferland,F,0,1,N/A,0,Product Manager,10/22,10/24,UX Designer,11/22,04/24,UX Designer,10/22,12/25,7.18,0
751,University 81,3.3,Some College,Robertburgh,N/A,0,0,1,3,UX Designer,05/21,10/23,Software Engineer,10/20,10/22,N/A,N/A,N/A,4.72,0
752,University 152,3.87,Masters,Latashatown,M,0,1,1,0,Software Engineer,12/17,12/19,Data Analyst,06/22,08/25,N/A,N/A,N/A,3.69,1
753,University 189,2.87,Post-Doc,Lake Morgan,M,0,0,1,0,Technical Support Specialist,07/20,09/20,Developer,11/21,10/22,N/A,N/A,N/A,1.69,1
754,University 30,2.96,Some College,Louisville,M,N/A,0,0,0,Product Manager,09/22,07/24,N/A,N/A,N/A,N/A,N/A,N/A,4.95,1
755,University 17,3.87,Post-Doc,Port Johnmouth,N/A,N/A,1,0,0,Front-end Developer,05/20,09/21,Research Assistant,04/17,11/19,Database Administrator,10/19,04/21,3.37,0
756,University 16,2.92,Some College,Amyhaven,M,0,0,0,0,Database Administrator,05/20,02/24,Applications Developer,05/17,12/20,Product Manager,01/19,01/22,1.74,1
757,University 33,3.79,Phd,Port Michaeltown,N/A,0,1,N/A,0,Data Scientist,06/20,04/22,Web Developer,10/21,05/25,N/A,N/A,N/A,1.21,0
758,University 30,3.53,Phd,East Jessica,N/A,N/A,1,N/A,0,Teaching Assistant,11/21,03/22,Applications Developer,01/20,05/23,N/A,N/A,N/A,6.08,0
759,University 48,2.82,Phd,Robinsonport,N/A,N/A,1,0,4,Full-stack Developer,01/17,01/21,N/A,N/A,N/A,N/A,N/A,N/A,9.32,0
760,University 30,3.3,Phd,Port Thomas,M,0,1,N/A,3,Business Analyst,04/19,01/23,Software Engineer,09/22,12/24,IT Manager,12/17,09/21,1.27,0
761,University 112,2.85,Post-Doc,North Tricia,M,N/A,1,0,3,Front-end Developer,02/22,06/25,UX Designer,02/23,04/25,System Analyst,08/16,09/19,4.12,0
762,University 73,3.82,Phd,Petersonchester,N/A,0,1,0,0,Teaching Assistant,11/17,04/20,N/A,N/A,N/A,N/A,N/A,N/A,4.11,0
763,University 33,2.94,Phd,Jamesmouth,M,0,0,1,3,Network Administrator,08/16,06/17,Full-stack Developer,07/18,07/19,N/A,N/A,N/A,4.06,0
764,University 91,3.96,Some College,New Kevinfurt,F,0,1,1,4,Network Administrator,10/18,12/20,Developer,09/18,09/19,Data Analyst,03/20,01/24,2.75,0
765,University 44,3.87,High School,Cooperland,F,N/A,0,0,3,Data Scientist,11/21,09/24,Business Analyst,04/17,02/18,N/A,N/A,N/A,4.22,0
766,University 26,3.61,Phd,Lake Jason,M,1,0,0,4,Full-stack Developer,09/16,03/18,IT Manager,01/18,01/19,IT Manager,03/18,11/18,9.97,0
767,University 172,3.09,Post-Doc,Popehaven,M,0,0,1,0,UX Designer,07/21,02/22,Network Administrator,02/22,08/25,Research Assistant,01/21,11/23,7.85,1
768,University 94,3.63,Post-Doc,Barnesfurt,M,0,1,1,3,Technical Support Specialist,08/19,06/22,UX Designer,01/20,05/23,N/A,N/A,N/A,0.85,1
769,University 86,3.88,High School,Joyceview,N/A,1,1,1,4,QA Analyst,07/22,09/23,Technical Support Specialist,09/19,05/23,Data Scientist,12/20,07/24,3.22,0
770,University 76,2.93,Bachelors,Evanmouth,F,N/A,1,1,0,Business Analyst,09/22,11/25,Network Administrator,05/19,03/22,Product Manager,10/21,09/23,3.46,0
771,University 147,3.3,Phd,Port Anthony,M,1,0,0,0,QA Analyst,07/20,02/24,System Analyst,11/18,04/21,Front-end Developer,07/18,04/22,0.75,1
772,University 192,3.59,Post-Doc,Skinnershire,M,N/A,0,N/A,0,Back-end Developer,05/16,09/19,Teaching Assistant,10/20,11/20,N/A,N/A,N/A,9.04,1
773,University 117,3.05,Masters,Port Michaelbury,N/A,0,1,N/A,0,Applications Developer,11/22,10/25,Front-end Developer,04/21,06/23,N/A,N/A,N/A,5.5,0
774,University 188,3.5,Some College,New Natashastad,F,0,1,1,3,Product Manager,12/20,08/21,Web Developer,11/17,04/19,N/A,N/A,N/A,7.92,0
775,University 159,3.32,Post-Doc,Kyleport,M,N/A,0,1,4,Research Assistant,04/19,10/22,Applications Developer,10/16,12/16,Network Administrator,07/21,05/25,6.04,0
776,University 53,3.76,Bachelors,Christineborough,F,1,0,1,0,System Analyst,12/17,07/21,Database Administrator,09/17,01/21,Technical Support Specialist,08/18,05/19,3.37,0
777,University 145,3.21,High School,East Christinemouth,N/A,0,1,1,3,System Analyst,12/18,12/22,Applications Developer,03/19,12/19,Developer,07/17,12/20,5.33,0
778,University 196,2.9,High School,Mcclureborough,F,0,0,1,0,Applications Developer,08/21,12/24,Product Manager,07/20,10/23,Web Developer,10/18,10/19,0.03,0
779,University 102,3.54,Post-Doc,Tamaramouth,F,N/A,0,1,0,Data Scientist,11/21,01/24,N/A,N/A,N/A,N/A,N/A,N/A,5.97,1
780,University 154,3.05,Masters,East Kristinafort,N/A,0,0,N/A,0,Front-end Developer,03/19,12/19,Network Administrator,12/18,01/22,N/A,N/A,N/A,8.45,0
781,University 192,3.28,Post-Doc,Stevenshire,M,1,1,N/A,2,UX Designer,07/21,08/24,Product Manager,05/22,09/22,Database Administrator,07/17,04/18,5.9,0
782,University 154,3.08,Masters,East Henryhaven,F,0,1,1,4,Back-end Developer,06/17,11/17,Research Assistant,09/20,03/22,Applications Developer,05/19,06/22,9.15,1
783,University 73,3.27,Some College,Port Amber,M,0,1,0,4,Applications Developer,08/17,03/19,Data Scientist,01/23,12/23,Web Developer,05/20,02/22,4.55,0
784,University 130,3.25,Post-Doc,West Daniel,F,0,1,N/A,0,Software Engineer,11/16,03/17,IT Manager,11/20,08/22,Full-stack Developer,04/16,06/19,3.61,0
785,University 10,3.18,Bachelors,Mitchellport,N/A,N/A,1,N/A,2,QA Analyst,09/17,05/19,Developer,05/17,10/20,N/A,N/A,N/A,7.05,0
786,University 198,3.54,Bachelors,Port Samantha,F,1,0,N/A,4,Full-stack Developer,07/17,02/18,IT Manager,08/19,07/23,Applications Developer,01/22,11/25,9.57,0
787,University 168,3.5,Bachelors,Jameschester,N/A,1,0,1,0,Web Developer,10/22,08/23,Data Analyst,10/17,06/21,UX Designer,07/22,06/25,4.96,0
788,University 42,3.2,Phd,Fordtown,F,N/A,0,1,3,Data Analyst,08/18,04/19,N/A,N/A,N/A,N/A,N/A,N/A,4.84,1
789,University 187,3.39,High School,New Christian,F,0,0,N/A,0,Business Analyst,09/20,10/22,Data Analyst,03/22,12/24,Network Administrator,12/21,03/22,3.75,0
790,University 164,3.71,High School,Port Brian,M,N/A,1,N/A,4,Applications Developer,12/19,04/21,Research Assistant,09/20,07/21,N/A,N/A,N/A,7.19,1
791,University 10,2.86,Some College,New Travis,M,1,0,N/A,4,Business Analyst,09/16,09/18,System Analyst,07/18,09/18,Product Manager,10/21,06/23,2.54,0
792,University 118,3.64,Phd,South Robert,M,N/A,1,0,2,Network Administrator,08/17,03/20,UX Designer,12/20,08/24,N/A,N/A,N/A,0.32,1
793,University 139,3.72,Masters,Garcialand,M,N/A,0,0,3,QA Analyst,04/21,05/23,Technical Support Specialist,04/18,04/20,N/A,N/A,N/A,2.85,0
794,University 102,3.81,Bachelors,South Kimberlyside,M,N/A,1,N/A,4,IT Manager,05/20,06/23,N/A,N/A,N/A,N/A,N/A,N/A,1.67,1
795,University 164,3.91,Masters,Patrickshire,F,N/A,1,N/A,0,Developer,01/20,03/21,Network Administrator,05/17,11/18,Teaching Assistant,09/20,02/21,8.42,0
796,University 167,3.77,High School,Aimeefurt,M,1,0,N/A,2,Web Developer,09/17,07/19,Web Developer,02/19,10/21,Full-stack Developer,07/18,11/20,2.31,1
797,University 12,3.9,Masters,South Guystad,M,0,1,0,0,Back-end Developer,12/20,05/21,Business Analyst,10/22,02/24,System Analyst,07/22,08/23,6.91,1
798,University 33,3.0,High School,Nicholasville,M,0,0,N/A,0,Product Manager,01/18,08/20,Applications Developer,04/17,08/20,N/A,N/A,N/A,1.07,0
799,University 123,2.89,Bachelors,South Regina,F,N/A,1,0,0,Back-end Developer,10/20,11/22,Full-stack Developer,04/22,01/26,Technical Support Specialist,10/21,03/25,0.02,0
800,University 4,3.59,High School,Larrychester,F,N/A,0,N/A,3,Network Administrator,10/16,03/20,Data Scientist,05/21,10/23,N/A,N/A,N/A,3.32,1
801,University 187,3.59,High School,East Helenbury,F,0,1,0,3,Applications Developer,10/17,02/20,N/A,N/A,N/A,N/A,N/A,N/A,7.15,0
802,University 93,3.77,Some College,West Angela,F,1,0,0,0,IT Manager,02/19,04/19,Network Administrator,03/21,03/24,Research Assistant,04/17,08/20,1.54,0
803,University 164,2.87,Some College,West Adamchester,M,N/A,0,1,3,Applications Developer,05/22,01/26,Data Analyst,03/22,12/24,Product Manager,04/20,01/21,9.82,0
804,University 113,3.21,Post-Doc,Justinville,M,0,1,0,4,System Analyst,05/20,07/23,Teaching Assistant,05/21,10/24,Data Scientist,08/20,03/22,1.98,0
805,University 200,3.7,Post-Doc,North Joanchester,M,0,0,1,0,Data Analyst,09/20,02/23,Network Administrator,10/21,09/23,Software Engineer,08/16,08/17,9.57,0
806,University 59,3.75,Phd,Waltersshire,F,1,0,1,3,Research Assistant,06/22,04/24,N/A,N/A,N/A,N/A,N/A,N/A,5.51,0
807,University 140,3.25,Some College,West Mary,M,N/A,1,N/A,3,Technical Support Specialist,06/18,02/21,Applications Developer,04/22,11/25,UX Designer,03/22,05/22,5.88,1
808,University 37,3.95,Post-Doc,Tonyaton,N/A,1,0,1,0,UX Designer,01/20,09/22,Software Engineer,09/17,04/19,Network Administrator,12/20,03/23,8.24,0
809,University 169,3.61,Bachelors,East Edward,N/A,N/A,1,1,4,Business Analyst,11/22,10/24,IT Manager,06/18,08/21,Data Analyst,12/18,08/22,9.36,0
810,University 183,3.27,Some College,Martinfort,F,N/A,1,N/A,0,Data Scientist,09/19,07/23,N/A,N/A,N/A,N/A,N/A,N/A,0.66,0
811,University 50,3.6,Phd,Charlesland,M,0,1,1,4,Applications Developer,03/23,06/26,N/A,N/A,N/A,N/A,N/A,N/A,3.59,1
812,University 181,3.35,Phd,Solomonview,N/A,1,1,N/A,0,Back-end Developer,12/19,08/20,Developer,04/19,02/20,N/A,N/A,N/A,4.42,0
813,University 10,2.96,Some College,Myersview,F,0,0,0,3,Business Analyst,12/17,07/19,Front-end Developer,10/19,04/23,N/A,N/A,N/A,3.3,0
814,University 72,3.66,High School,Williamsmouth,N/A,1,1,0,0,Front-end Developer,06/18,11/19,UX Designer,01/21,03/22,Data Scientist,07/20,04/21,4.47,0
815,University 148,3.06,Some College,Lake Daniel,M,1,1,0,3,Full-stack Developer,07/19,09/19,Applications Developer,04/17,04/18,Back-end Developer,09/17,03/20,4.79,0
816,University 50,3.7,Phd,Derrickville,N/A,1,0,1,3,Research Assistant,08/22,12/24,Network Administrator,10/22,11/25,Research Assistant,04/20,04/24,2.81,0
817,University 29,3.51,Bachelors,North Stephanie,F,1,1,0,0,Network Administrator,05/20,05/22,Web Developer,10/19,01/21,N/A,N/A,N/A,5.51,1
818,University 79,2.91,Phd,East Jennifer,N/A,N/A,0,1,3,Data Scientist,02/17,04/20,Product Manager,06/21,02/25,Software Engineer,05/19,08/22,6.82,0
819,University 125,3.61,Masters,East Cindyborough,N/A,N/A,0,N/A,4,UX Designer,10/20,02/23,Research Assistant,11/17,01/19,N/A,N/A,N/A,9.27,0
820,University 151,3.74,Bachelors,West Nicole,F,0,0,0,0,Developer,05/19,03/22,Developer,09/21,06/24,Data Analyst,06/22,02/26,0.45,0
821,University 195,3.12,Some College,Martinchester,N/A,1,0,N/A,4,Data Analyst,11/20,12/21,Database Administrator,03/22,09/24,N/A,N/A,N/A,1.05,0
822,University 1,3.24,Post-Doc,New Davidview,N/A,N/A,0,N/A,4,Web Developer,12/22,04/26,QA Analyst,06/21,07/23,IT Manager,12/21,04/25,2.05,0
823,University 69,3.11,Bachelors,Paulmouth,M,1,0,0,3,Data Scientist,05/22,01/25,N/A,N/A,N/A,N/A,N/A,N/A,7.66,0
824,University 66,3.43,Post-Doc,Port Shawnton,M,N/A,0,0,4,Research Assistant,02/22,07/24,Network Administrator,09/20,11/21,Applications Developer,11/18,03/22,5.61,0
825,University 125,2.86,High School,Schmidtborough,N/A,N/A,0,0,0,Teaching Assistant,02/20,11/21,Teaching Assistant,02/17,01/20,Technical Support Specialist,06/17,04/20,7.49,0
826,University 134,2.89,Masters,Stephaniemouth,M,1,1,1,3,Front-end Developer,02/18,10/18,Front-end Developer,11/19,03/20,Data Scientist,04/23,03/24,4.07,0
827,University 124,3.57,Bachelors,South Billborough,M,0,1,0,2,Applications Developer,04/23,08/24,Business Analyst,11/22,03/25,N/A,N/A,N/A,1.26,1
828,University 45,3.33,Some College,North Johnborough,M,N/A,1,N/A,0,IT Manager,03/21,09/22,N/A,N/A,N/A,N/A,N/A,N/A,7.89,1
829,University 157,3.8,Phd,North Julie,F,N/A,0,N/A,2,Web Developer,07/19,01/21,Software Engineer,10/19,03/20,Network Administrator,02/19,03/21,2.01,1
830,University 112,3.22,Phd,Keyport,F,0,0,1,3,Teaching Assistant,07/22,12/25,Front-end Developer,12/16,07/17,IT Manager,09/17,02/21,5.5,0
831,University 108,3.14,Bachelors,East Christopher,F,1,1,0,0,UX Designer,02/22,05/24,Network Administrator,11/19,02/21,Technical Support Specialist,02/23,11/23,9.12,0
832,University 52,3.78,Masters,Garnerberg,F,0,1,N/A,3,Front-end Developer,04/18,08/18,Research Assistant,06/18,06/19,Database Administrator,04/21,09/21,2.38,1
833,University 30,3.52,High School,Websterborough,M,N/A,1,1,3,Full-stack Developer,01/19,06/19,Web Developer,02/21,04/21,N/A,N/A,N/A,5.18,1
834,University 182,3.16,Some College,Brittanyfort,F,1,1,1,3,Database Administrator,03/22,08/22,Product Manager,12/19,03/23,Software Engineer,06/16,12/16,5.21,0
835,University 53,3.35,Post-Doc,North Tylerside,M,N/A,1,1,3,Developer,10/18,07/22,Back-end Developer,12/19,12/20,N/A,N/A,N/A,1.4,0
836,University 100,2.82,Some College,Andrechester,F,N/A,1,1,3,Data Scientist,02/21,08/23,N/A,N/A,N/A,N/A,N/A,N/A,6.33,1
837,University 1,3.04,Phd,West Alanhaven,M,1,1,0,3,Database Administrator,06/21,10/21,Front-end Developer,04/17,01/20,System Analyst,09/18,05/21,5.86,0
838,University 105,3.9,Phd,Jonesville,N/A,N/A,1,0,0,UX Designer,04/16,10/19,N/A,N/A,N/A,N/A,N/A,N/A,3.46,0
839,University 31,3.45,Masters,New Jasonmouth,F,N/A,1,N/A,4,Back-end Developer,06/18,12/18,Full-stack Developer,10/22,10/26,Research Assistant,02/17,08/20,8.9,0
840,University 189,3.44,Post-Doc,West Michellefort,M,1,1,0,3,Data Analyst,02/23,07/26,Product Manager,04/21,10/22,Technical Support Specialist,01/23,02/23,8.03,0
841,University 70,3.24,Phd,North Josephbury,N/A,0,1,0,0,Data Analyst,07/20,05/23,IT Manager,01/21,03/24,Developer,07/16,06/19,4.64,0
842,University 47,3.96,Phd,Kristinastad,M,1,1,1,3,UX Designer,04/17,06/18,Web Developer,12/20,09/21,N/A,N/A,N/A,5.2,1
